ID,TERYT,JEDNOSTKA TERYTORIALNA,GŁOSOWANIE PRZEZ PEŁNOMOCNIKA,GŁOSOWANIE NA PODSTAWIE ZAŚWIADCZENIA,GŁOS NIEWAŻNY,"""X"" OBOK KILKU KANDYDATÓW","""X"" OBOK ŻADNEGO KANDYDATA",KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,"LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",POLEXIT - KOALICJA,JEDNOŚĆ NARODU,PRAWO I SPRAWIEDLIWOŚĆ,RUCH PRAWDZIWA EUROPA - EUROPA CHRISTI,WIOSNA ROBERTA BIEDRONIA,KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,KUKIZ'15,POLSKA FAIR PLAY
5979,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5980,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5981,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5982,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5983,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5984,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5985,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5986,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5987,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5988,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5989,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5990,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5991,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5992,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5993,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5994,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5995,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5996,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5997,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5998,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
5999,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6000,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6001,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6002,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6003,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6004,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6005,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6006,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6007,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6008,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6009,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6010,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6011,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6012,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6013,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6014,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6015,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6016,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6017,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6018,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6019,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6020,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6021,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6022,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6023,20101,m. Bolesławiec,1,,,,,1,,,,,,,,,
6024,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6025,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6026,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6027,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6028,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6029,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6030,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6031,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6032,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6033,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6034,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6035,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6036,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6037,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6038,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6039,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6040,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6041,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6042,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6043,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6044,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6045,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6046,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6047,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6048,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6049,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6050,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6051,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6052,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6053,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6054,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6055,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6056,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6057,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6058,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6059,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6060,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6061,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6062,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6063,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6064,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6065,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6066,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6067,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6068,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6069,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6070,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6071,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6072,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6073,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6074,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6075,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6076,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6077,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6078,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6079,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6080,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6081,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6082,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6083,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6084,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6085,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6086,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6087,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6088,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6089,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6090,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6091,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6092,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6093,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6094,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6095,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6096,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6097,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6098,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6099,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6100,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6101,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6102,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6103,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6104,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6105,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6106,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6107,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6108,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6109,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6110,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6111,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6112,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6113,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6114,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6115,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6116,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6117,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6118,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6119,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6120,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6121,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6122,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6123,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6124,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6125,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6126,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6127,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6128,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6129,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6130,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6131,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6132,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6133,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6134,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6135,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6136,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6137,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6138,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6139,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6140,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6141,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6142,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6143,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6144,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6145,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6146,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6147,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6148,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6149,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6150,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6151,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6152,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6153,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6154,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6155,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6156,20101,m. Bolesławiec,,1,,,,1,,,,,,,,,
6157,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6158,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6159,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6160,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6161,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6162,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6163,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6164,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6165,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6166,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6167,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6168,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6169,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6170,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6171,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6172,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6173,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6174,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6175,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6176,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6177,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6178,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6179,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6180,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6181,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6182,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6183,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6184,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6185,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6186,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6187,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6188,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6189,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6190,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6191,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6192,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6193,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6194,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6195,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6196,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6197,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6198,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6199,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6200,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6201,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6202,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6203,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6204,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6205,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6206,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6207,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6208,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6209,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6210,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6211,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6212,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6213,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6214,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6215,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6216,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6217,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6218,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6219,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6220,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6221,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6222,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6223,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6224,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6225,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6226,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6227,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6228,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6229,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6230,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6231,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6232,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6233,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6234,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6235,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6236,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6237,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6238,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6239,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6240,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6241,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6242,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6243,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6244,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6245,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6246,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6247,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6248,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6249,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6250,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6251,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6252,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6253,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6254,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6255,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6256,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6257,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6258,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6259,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6260,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6261,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6262,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6263,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6264,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6265,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6266,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6267,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6268,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6269,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6270,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6271,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6272,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6273,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6274,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6275,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6276,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6277,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6278,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6279,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6280,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6281,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6282,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6283,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6284,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6285,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6286,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6287,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6288,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6289,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6290,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6291,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6292,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6293,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6294,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6295,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6296,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6297,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6298,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6299,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6300,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6301,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6302,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6303,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6304,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6305,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6306,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6307,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6308,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6309,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6310,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6311,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6312,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6313,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6314,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6315,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6316,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6317,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6318,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6319,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6320,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6321,20101,m. Bolesławiec,,1,,,,1,,,,,,,,,
6322,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6323,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6324,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6325,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6326,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6327,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6328,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6329,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6330,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6331,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6332,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6333,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6334,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6335,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6336,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6337,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6338,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6339,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6340,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6341,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6342,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6343,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6344,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6345,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6346,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6347,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6348,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6349,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6350,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6351,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6352,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6353,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6354,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6355,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6356,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6357,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6358,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6359,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6360,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6361,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6362,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6363,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6364,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6365,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6366,20101,m. Bolesławiec,,1,,,,1,,,,,,,,,
6367,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6368,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6369,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6370,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6371,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6372,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6373,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6374,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6375,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6376,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6377,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6378,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6379,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6380,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6381,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6382,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6383,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6384,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6385,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6386,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6387,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6388,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6389,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6390,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6391,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6392,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6393,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6394,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6395,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6396,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6397,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6398,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6399,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6400,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6401,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6402,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
6403,20101,m. Bolesławiec,,,,,,1,,,,,,,,,
